fips,age,race,sex,ethnicity,counts
2,85,ai_an,Female,hl,11
2,86,ai_an,Female,hl,19
2,87,ai_an,Female,hl,1
2,88,ai_an,Female,hl,7
2,89,ai_an,Female,hl,2
2,90,ai_an,Female,hl,18
2,91,ai_an,Female,hl,4
2,92,ai_an,Female,hl,6
2,93,ai_an,Female,hl,4
2,94,ai_an,Female,hl,17
2,95,ai_an,Female,hl,7
2,96,ai_an,Female,hl,19
2,97,ai_an,Female,hl,3
2,98,ai_an,Female,hl,5
2,99,ai_an,Female,hl,8
2,100,ai_an,Female,hl,4
2,105,ai_an,Female,hl,6
2,110,ai_an,Female,hl,5
2,0,ai_an,Male,hl,11
2,1,ai_an,Male,hl,0
2,2,ai_an,Male,hl,8
2,3,ai_an,Male,hl,7
2,4,ai_an,Male,hl,7
2,5,ai_an,Male,hl,6
2,6,ai_an,Male,hl,1
2,7,ai_an,Male,hl,1
2,8,ai_an,Male,hl,2
2,9,ai_an,Male,hl,16
2,10,ai_an,Male,hl,14
2,11,ai_an,Male,hl,12
2,12,ai_an,Male,hl,12
2,13,ai_an,Male,hl,1
2,14,ai_an,Male,hl,12
2,15,ai_an,Male,hl,7
2,16,ai_an,Male,hl,12
2,17,ai_an,Male,hl,9
2,18,ai_an,Male,hl,21
2,19,ai_an,Male,hl,3
2,20,ai_an,Male,hl,1
2,21,ai_an,Male,hl,4
2,22,ai_an,Male,hl,5
2,23,ai_an,Male,hl,4
2,24,ai_an,Male,hl,15
2,25,ai_an,Male,hl,18
2,26,ai_an,Male,hl,2
2,27,ai_an,Male,hl,18
2,28,ai_an,Male,hl,3
2,29,ai_an,Male,hl,10
2,30,ai_an,Male,hl,22
2,31,ai_an,Male,hl,1
2,32,ai_an,Male,hl,11
2,33,ai_an,Male,hl,0
2,34,ai_an,Male,hl,7
2,35,ai_an,Male,hl,17
2,36,ai_an,Male,hl,12
2,37,ai_an,Male,hl,9
2,38,ai_an,Male,hl,3
2,39,ai_an,Male,hl,22
2,40,ai_an,Male,hl,2
2,41,ai_an,Male,hl,11
2,42,ai_an,Male,hl,1
2,43,ai_an,Male,hl,12
2,44,ai_an,Male,hl,14
2,45,ai_an,Male,hl,5
2,46,ai_an,Male,hl,12
2,47,ai_an,Male,hl,17
2,48,ai_an,Male,hl,2
2,49,ai_an,Male,hl,18
2,50,ai_an,Male,hl,29
2,51,ai_an,Male,hl,6
2,52,ai_an,Male,hl,10
2,53,ai_an,Male,hl,5
2,54,ai_an,Male,hl,4
2,55,ai_an,Male,hl,7
2,56,ai_an,Male,hl,10
2,57,ai_an,Male,hl,1
2,58,ai_an,Male,hl,1
2,59,ai_an,Male,hl,19
2,60,ai_an,Male,hl,5
2,61,ai_an,Male,hl,12
2,62,ai_an,Male,hl,7
2,63,ai_an,Male,hl,24
2,64,ai_an,Male,hl,10
2,65,ai_an,Male,hl,5
2,66,ai_an,Male,hl,0
2,67,ai_an,Male,hl,0
2,68,ai_an,Male,hl,3
2,69,ai_an,Male,hl,8
2,70,ai_an,Male,hl,2
2,71,ai_an,Male,hl,8
2,72,ai_an,Male,hl,12
2,73,ai_an,Male,hl,19
2,74,ai_an,Male,hl,8
2,75,ai_an,Male,hl,9
2,76,ai_an,Male,hl,1
2,77,ai_an,Male,hl,8
2,78,ai_an,Male,hl,4
2,79,ai_an,Male,hl,4
2,80,ai_an,Male,hl,11
2,81,ai_an,Male,hl,2
2,82,ai_an,Male,hl,9
2,83,ai_an,Male,hl,3
2,84,ai_an,Male,hl,18
2,85,ai_an,Male,hl,9
2,86,ai_an,Male,hl,2
2,87,ai_an,Male,hl,13
2,88,ai_an,Male,hl,5
2,89,ai_an,Male,hl,10
2,90,ai_an,Male,hl,2
2,91,ai_an,Male,hl,9
2,92,ai_an,Male,hl,7
2,93,ai_an,Male,hl,4
2,94,ai_an,Male,hl,1
2,95,ai_an,Male,hl,11
2,96,ai_an,Male,hl,7
2,97,ai_an,Male,hl,1
2,98,ai_an,Male,hl,1
2,99,ai_an,Male,hl,9
2,100,ai_an,Male,hl,6
2,105,ai_an,Male,hl,0
2,110,ai_an,Male,hl,3
2,0,ai_an,Female,hl,2
2,1,ai_an,Female,hl,13
2,2,ai_an,Female,hl,4
2,3,ai_an,Female,hl,6
2,4,ai_an,Female,hl,3
2,5,ai_an,Female,hl,3
2,6,ai_an,Female,hl,5
2,7,ai_an,Female,hl,11
2,8,ai_an,Female,hl,17
2,9,ai_an,Female,hl,18
2,10,ai_an,Female,hl,20
2,11,ai_an,Female,hl,3
2,12,ai_an,Female,hl,6
2,13,ai_an,Female,hl,7
2,14,ai_an,Female,hl,6
2,15,ai_an,Female,hl,5
2,16,ai_an,Female,hl,8
2,17,ai_an,Female,hl,2
2,18,ai_an,Female,hl,16
2,19,ai_an,Female,hl,13
2,20,ai_an,Female,hl,10
2,21,ai_an,Female,hl,3
2,22,ai_an,Female,hl,15
2,23,ai_an,Female,hl,1
2,24,ai_an,Female,hl,13
2,25,ai_an,Female,hl,3
2,26,ai_an,Female,hl,18
2,27,ai_an,Female,hl,6
2,28,ai_an,Female,hl,16
2,29,ai_an,Female,hl,8
2,30,ai_an,Female,hl,15
2,31,ai_an,Female,hl,3
2,32,ai_an,Female,hl,3
2,33,ai_an,Female,hl,5
2,34,ai_an,Female,hl,9
2,35,ai_an,Female,hl,1
2,36,ai_an,Female,hl,15
2,37,ai_an,Female,hl,12
2,38,ai_an,Female,hl,13
2,39,ai_an,Female,hl,12
2,40,ai_an,Female,hl,18
2,41,ai_an,Female,hl,13
2,42,ai_an,Female,hl,8
2,43,ai_an,Female,hl,7
2,44,ai_an,Female,hl,3
2,45,ai_an,Female,hl,4
2,46,ai_an,Female,hl,0
2,47,ai_an,Female,hl,10
2,48,ai_an,Female,hl,15
2,49,ai_an,Female,hl,5
2,50,ai_an,Female,hl,9
2,51,ai_an,Female,hl,8
2,52,ai_an,Female,hl,6
2,53,ai_an,Female,hl,30
2,54,ai_an,Female,hl,2
2,55,ai_an,Female,hl,4
2,56,ai_an,Female,hl,7
2,57,ai_an,Female,hl,13
2,58,ai_an,Female,hl,21
2,59,ai_an,Female,hl,3
2,60,ai_an,Female,hl,2
2,61,ai_an,Female,hl,8
2,62,ai_an,Female,hl,15
2,63,ai_an,Female,hl,1
2,64,ai_an,Female,hl,21
2,65,ai_an,Female,hl,6
2,66,ai_an,Female,hl,8
2,67,ai_an,Female,hl,16
2,68,ai_an,Female,hl,13
2,69,ai_an,Female,hl,4
2,70,ai_an,Female,hl,10
2,71,ai_an,Female,hl,0
2,72,ai_an,Female,hl,3
2,73,ai_an,Female,hl,2
2,74,ai_an,Female,hl,13
2,75,ai_an,Female,hl,1
2,76,ai_an,Female,hl,13
2,77,ai_an,Female,hl,20
2,78,ai_an,Female,hl,1
2,79,ai_an,Female,hl,12
2,80,ai_an,Female,hl,12
2,81,ai_an,Female,hl,17
2,82,ai_an,Female,hl,0
2,83,ai_an,Female,hl,7
2,84,ai_an,Female,hl,9
2,85,ai_an,Female,hl,20
2,86,ai_an,Female,hl,9
2,87,ai_an,Female,hl,2
2,88,ai_an,Female,hl,2
2,89,ai_an,Female,hl,8
2,90,ai_an,Female,hl,6
2,91,ai_an,Female,hl,7
2,92,ai_an,Female,hl,17
2,93,ai_an,Female,hl,9
2,94,ai_an,Female,hl,2
2,95,ai_an,Female,hl,22
2,96,ai_an,Female,hl,3
2,97,ai_an,Female,hl,4
2,98,ai_an,Female,hl,13
2,99,ai_an,Female,hl,5
2,100,ai_an,Female,hl,2
2,105,ai_an,Female,hl,4
2,110,ai_an,Female,hl,17
2,0,ai_an,Male,hl,5
2,1,ai_an,Male,hl,8
2,2,ai_an,Male,hl,2
2,3,ai_an,Male,hl,10
2,4,ai_an,Male,hl,11
2,5,ai_an,Male,hl,2
2,6,ai_an,Male,hl,9
2,7,ai_an,Male,hl,11
2,8,ai_an,Male,hl,10
2,9,ai_an,Male,hl,14
2,10,ai_an,Male,hl,4
2,11,ai_an,Male,hl,5
2,12,ai_an,Male,hl,10
2,13,ai_an,Male,hl,4
2,14,ai_an,Male,hl,3
2,15,ai_an,Male,hl,3
2,16,ai_an,Male,hl,9
2,17,ai_an,Male,hl,11
2,18,ai_an,Male,hl,7
2,19,ai_an,Male,hl,15
2,20,ai_an,Male,hl,8
2,21,ai_an,Male,hl,14
2,22,ai_an,Male,hl,5
2,23,ai_an,Male,hl,1
2,24,ai_an,Male,hl,3
2,25,ai_an,Male,hl,0
2,26,ai_an,Male,hl,1
2,27,ai_an,Male,hl,1
2,28,ai_an,Male,hl,0
2,29,ai_an,Male,hl,7
2,30,ai_an,Male,hl,9
2,31,ai_an,Male,hl,21
2,32,ai_an,Male,hl,3
2,33,ai_an,Male,hl,9
2,34,ai_an,Male,hl,5
2,35,ai_an,Male,hl,12
2,36,ai_an,Male,hl,6
2,37,ai_an,Male,hl,7
2,38,ai_an,Male,hl,22
2,39,ai_an,Male,hl,5
2,40,ai_an,Male,hl,7
2,41,ai_an,Male,hl,6
2,42,ai_an,Male,hl,8
2,43,ai_an,Male,hl,10
2,44,ai_an,Male,hl,3
2,45,ai_an,Male,hl,3
2,46,ai_an,Male,hl,4
2,47,ai_an,Male,hl,0
2,48,ai_an,Male,hl,7
2,49,ai_an,Male,hl,0
2,50,ai_an,Male,hl,14
2,51,ai_an,Male,hl,7
2,52,ai_an,Male,hl,3
2,53,ai_an,Male,hl,4
2,54,ai_an,Male,hl,22
2,55,ai_an,Male,hl,13
2,56,ai_an,Male,hl,0
2,57,ai_an,Male,hl,15
2,58,ai_an,Male,hl,13
2,59,ai_an,Male,hl,5
2,60,ai_an,Male,hl,7
2,61,ai_an,Male,hl,7
2,62,ai_an,Male,hl,10
2,63,ai_an,Male,hl,8
2,64,ai_an,Male,hl,9
2,65,ai_an,Male,hl,12
2,66,ai_an,Male,hl,2
2,67,ai_an,Male,hl,4
2,68,ai_an,Male,hl,4
2,69,ai_an,Male,hl,1
2,70,ai_an,Male,hl,13
2,71,ai_an,Male,hl,4
2,72,ai_an,Male,hl,11
2,73,ai_an,Male,hl,8
2,74,ai_an,Male,hl,6
2,75,ai_an,Male,hl,14
2,76,ai_an,Male,hl,8
2,77,ai_an,Male,hl,3
2,78,ai_an,Male,hl,4
2,79,ai_an,Male,hl,8
2,80,ai_an,Male,hl,3
2,81,ai_an,Male,hl,11
2,82,ai_an,Male,hl,16
2,83,ai_an,Male,hl,18
2,84,ai_an,Male,hl,7
2,85,ai_an,Male,hl,8
2,86,ai_an,Male,hl,6
2,87,ai_an,Male,hl,11
2,88,ai_an,Male,hl,18
2,89,ai_an,Male,hl,5
2,90,ai_an,Male,hl,7
2,91,ai_an,Male,hl,19
2,92,ai_an,Male,hl,15
2,93,ai_an,Male,hl,10
2,94,ai_an,Male,hl,15
2,95,ai_an,Male,hl,1
2,96,ai_an,Male,hl,2
2,97,ai_an,Male,hl,0
2,98,ai_an,Male,hl,2
2,99,ai_an,Male,hl,6
2,100,ai_an,Male,hl,13
2,105,ai_an,Male,hl,5
2,110,ai_an,Male,hl,11
2,0,ai_an,Female,hl,17
2,1,ai_an,Female,hl,15
2,2,ai_an,Female,hl,4
2,3,ai_an,Female,hl,9
2,4,ai_an,Female,hl,9
2,5,ai_an,Female,hl,3
2,6,ai_an,Female,hl,27
2,7,ai_an,Female,hl,7
2,8,ai_an,Female,hl,7
2,9,ai_an,Female,hl,5
2,10,ai_an,Female,hl,6
2,11,ai_an,Female,hl,1
2,12,ai_an,Female,hl,11
2,13,ai_an,Female,hl,14
2,14,ai_an,Female,hl,6
2,15,ai_an,Female,hl,13
2,16,ai_an,Female,hl,11
2,17,ai_an,Female,hl,3
2,18,ai_an,Female,hl,3
2,19,ai_an,Female,hl,5
2,20,ai_an,Female,hl,17
2,21,ai_an,Female,hl,8
2,22,ai_an,Female,hl,16
2,23,ai_an,Female,hl,1
2,24,ai_an,Female,hl,6
2,25,ai_an,Female,hl,7
2,26,ai_an,Female,hl,4
2,27,ai_an,Female,hl,2
2,28,ai_an,Female,hl,19
2,29,ai_an,Female,hl,0
2,30,ai_an,Female,hl,6
2,31,ai_an,Female,hl,17
2,32,ai_an,Female,hl,0
2,33,ai_an,Female,hl,7
2,34,ai_an,Female,hl,10
2,35,ai_an,Female,hl,2
2,36,ai_an,Female,hl,7
2,37,ai_an,Female,hl,9
2,38,ai_an,Female,hl,1
2,39,ai_an,Female,hl,11
2,40,ai_an,Female,hl,3
2,41,ai_an,Female,hl,2
2,42,ai_an,Female,hl,1
2,43,ai_an,Female,hl,6
2,44,ai_an,Female,hl,15
2,45,ai_an,Female,hl,10
2,46,ai_an,Female,hl,11
2,47,ai_an,Female,hl,7
2,48,ai_an,Female,hl,5
2,49,ai_an,Female,hl,4
2,50,ai_an,Female,hl,5
2,51,ai_an,Female,hl,3
2,52,ai_an,Female,hl,2
2,53,ai_an,Female,hl,20
2,54,ai_an,Female,hl,11
2,55,ai_an,Female,hl,6
2,56,ai_an,Female,hl,2
2,57,ai_an,Female,hl,1
2,58,ai_an,Female,hl,8
2,59,ai_an,Female,hl,20
2,60,ai_an,Female,hl,5
2,61,ai_an,Female,hl,3
2,62,ai_an,Female,hl,11
2,63,ai_an,Female,hl,2
2,64,ai_an,Female,hl,2
2,65,ai_an,Female,hl,22
2,66,ai_an,Female,hl,14
2,67,ai_an,Female,hl,1
2,68,ai_an,Female,hl,13
2,69,ai_an,Female,hl,5
2,70,ai_an,Female,hl,14
2,71,ai_an,Female,hl,20
2,72,ai_an,Female,hl,5
2,73,ai_an,Female,hl,22
2,74,ai_an,Female,hl,14
2,75,ai_an,Female,hl,19
2,76,ai_an,Female,hl,15
2,77,ai_an,Female,hl,8
2,78,ai_an,Female,hl,3
2,79,ai_an,Female,hl,0
2,80,ai_an,Female,hl,2
2,81,ai_an,Female,hl,5
2,82,ai_an,Female,hl,10
2,83,ai_an,Female,hl,5
2,84,ai_an,Female,hl,4
2,85,ai_an,Female,hl,8
2,86,ai_an,Female,hl,7
2,87,ai_an,Female,hl,1
2,88,ai_an,Female,hl,17
2,89,ai_an,Female,hl,11
2,90,ai_an,Female,hl,7
2,91,ai_an,Female,hl,9
2,92,ai_an,Female,hl,10
2,93,ai_an,Female,hl,2
2,94,ai_an,Female,hl,8
2,95,ai_an,Female,hl,10
2,96,ai_an,Female,hl,7
2,97,ai_an,Female,hl,5
2,98,ai_an,Female,hl,9
2,99,ai_an,Female,hl,15
2,100,ai_an,Female,hl,17
2,105,ai_an,Female,hl,9
2,110,ai_an,Female,hl,1
2,0,ai_an,Male,hl,7
2,1,ai_an,Male,hl,1
2,2,ai_an,Male,hl,7
2,3,ai_an,Male,hl,7
2,4,ai_an,Male,hl,25
2,5,ai_an,Male,hl,6
2,6,ai_an,Male,hl,14
2,7,ai_an,Male,hl,3
2,8,ai_an,Male,hl,5
2,9,ai_an,Male,hl,11
2,10,ai_an,Male,hl,7
2,11,ai_an,Male,hl,14
2,12,ai_an,Male,hl,19
2,13,ai_an,Male,hl,2
2,14,ai_an,Male,hl,6
2,15,ai_an,Male,hl,0
2,16,ai_an,Male,hl,7
2,17,ai_an,Male,hl,10
2,18,ai_an,Male,hl,14
2,19,ai_an,Male,hl,11
2,20,ai_an,Male,hl,10
2,21,ai_an,Male,hl,10
2,22,ai_an,Male,hl,3
2,23,ai_an,Male,hl,12
2,24,ai_an,Male,hl,19
2,25,ai_an,Male,hl,3
2,26,ai_an,Male,hl,4
2,27,ai_an,Male,hl,1
2,28,ai_an,Male,hl,9
2,29,ai_an,Male,hl,2
2,30,ai_an,Male,hl,1
2,31,ai_an,Male,hl,7
2,32,ai_an,Male,hl,6
2,33,ai_an,Male,hl,23
2,34,ai_an,Male,hl,26
2,35,ai_an,Male,hl,11
2,36,ai_an,Male,hl,1
2,37,ai_an,Male,hl,2
2,38,ai_an,Male,hl,7
2,39,ai_an,Male,hl,3
2,40,ai_an,Male,hl,3
2,41,ai_an,Male,hl,19
2,42,ai_an,Male,hl,15
2,43,ai_an,Male,hl,5
2,44,ai_an,Male,hl,18
2,45,ai_an,Male,hl,20
2,46,ai_an,Male,hl,4
2,47,ai_an,Male,hl,5
2,48,ai_an,Male,hl,6
2,49,ai_an,Male,hl,10
2,50,ai_an,Male,hl,15
2,51,ai_an,Male,hl,5
2,52,ai_an,Male,hl,5
2,53,ai_an,Male,hl,2
2,54,ai_an,Male,hl,2
2,55,ai_an,Male,hl,9
2,56,ai_an,Male,hl,1
2,57,ai_an,Male,hl,15
2,58,ai_an,Male,hl,12
2,59,ai_an,Male,hl,1
2,60,ai_an,Male,hl,2
2,61,ai_an,Male,hl,4
2,62,ai_an,Male,hl,11
2,63,ai_an,Male,hl,8
2,64,ai_an,Male,hl,2
2,65,ai_an,Male,hl,21
2,66,ai_an,Male,hl,9
2,67,ai_an,Male,hl,1
2,68,ai_an,Male,hl,17
2,69,ai_an,Male,hl,4
2,70,ai_an,Male,hl,4
2,71,ai_an,Male,hl,8
2,72,ai_an,Male,hl,8
2,73,ai_an,Male,hl,1
2,74,ai_an,Male,hl,11
2,75,ai_an,Male,hl,1
2,76,ai_an,Male,hl,1
2,77,ai_an,Male,hl,11
2,78,ai_an,Male,hl,9
2,79,ai_an,Male,hl,11
2,80,ai_an,Male,hl,5
2,81,ai_an,Male,hl,1
2,82,ai_an,Male,hl,11
2,83,ai_an,Male,hl,0
2,84,ai_an,Male,hl,17
2,85,ai_an,Male,hl,1
2,86,ai_an,Male,hl,0
2,87,ai_an,Male,hl,5
2,88,ai_an,Male,hl,21
2,89,ai_an,Male,hl,20
2,90,ai_an,Male,hl,10
2,91,ai_an,Male,hl,27
2,92,ai_an,Male,hl,9
2,93,ai_an,Male,hl,5
2,94,ai_an,Male,hl,9
2,95,ai_an,Male,hl,10
2,96,ai_an,Male,hl,18
2,97,ai_an,Male,hl,2
2,98,ai_an,Male,hl,2
2,99,ai_an,Male,hl,7
2,100,ai_an,Male,hl,9
2,105,ai_an,Male,hl,9
2,110,ai_an,Male,hl,2
2,0,ai_an,Female,hl,2
2,1,ai_an,Female,hl,0
2,2,ai_an,Female,hl,12
2,3,ai_an,Female,hl,0
2,4,ai_an,Female,hl,6
2,5,ai_an,Female,hl,12
2,6,ai_an,Female,hl,5
2,7,ai_an,Female,hl,5
2,8,ai_an,Female,hl,0
2,9,ai_an,Female,hl,10
2,10,ai_an,Female,hl,4
2,11,ai_an,Female,hl,0
2,12,ai_an,Female,hl,5
2,13,ai_an,Female,hl,6
2,14,ai_an,Female,hl,10
2,15,ai_an,Female,hl,1
2,16,ai_an,Female,hl,7
2,17,ai_an,Female,hl,12
2,18,ai_an,Female,hl,2
2,19,ai_an,Female,hl,1
2,20,ai_an,Female,hl,15
2,21,ai_an,Female,hl,7
2,22,ai_an,Female,hl,2
2,23,ai_an,Female,hl,13
2,24,ai_an,Female,hl,9
2,25,ai_an,Female,hl,1
2,26,ai_an,Female,hl,3
2,27,ai_an,Female,hl,3
2,28,ai_an,Female,hl,7
2,29,ai_an,Female,hl,5
2,30,ai_an,Female,hl,2
2,31,ai_an,Female,hl,13
2,32,ai_an,Female,hl,7
2,33,ai_an,Female,hl,29
2,34,ai_an,Female,hl,8
2,35,ai_an,Female,hl,5
2,36,ai_an,Female,hl,12
2,37,ai_an,Female,hl,11
2,38,ai_an,Female,hl,14
2,39,ai_an,Female,hl,2
2,40,ai_an,Female,hl,16
2,41,ai_an,Female,hl,2
2,42,ai_an,Female,hl,7
2,43,ai_an,Female,hl,9
2,44,ai_an,Female,hl,14
2,45,ai_an,Female,hl,21
2,46,ai_an,Female,hl,7
2,47,ai_an,Female,hl,4
2,48,ai_an,Female,hl,16
2,49,ai_an,Female,hl,17
2,50,ai_an,Female,hl,3
2,51,ai_an,Female,hl,12
2,52,ai_an,Female,hl,8
2,53,ai_an,Female,hl,8
2,54,ai_an,Female,hl,3
2,55,ai_an,Female,hl,5
2,56,ai_an,Female,hl,16
2,57,ai_an,Female,hl,7
2,58,ai_an,Female,hl,10
2,59,ai_an,Female,hl,2
2,60,ai_an,Female,hl,6
2,61,ai_an,Female,hl,3
2,62,ai_an,Female,hl,14
2,63,ai_an,Female,hl,9
2,64,ai_an,Female,hl,8
2,65,ai_an,Female,hl,7
2,66,ai_an,Female,hl,20
2,67,ai_an,Female,hl,11
2,68,ai_an,Female,hl,8
2,69,ai_an,Female,hl,7
2,70,ai_an,Female,hl,9
2,71,ai_an,Female,hl,5
2,72,ai_an,Female,hl,0
2,73,ai_an,Female,hl,2
2,74,ai_an,Female,hl,3
2,75,ai_an,Female,hl,4
2,76,ai_an,Female,hl,22
2,77,ai_an,Female,hl,1
2,78,ai_an,Female,hl,12
2,79,ai_an,Female,hl,22
2,80,ai_an,Female,hl,6
2,81,ai_an,Female,hl,6
2,82,ai_an,Female,hl,9
2,83,ai_an,Female,hl,10
2,84,ai_an,Female,hl,1
2,85,ai_an,Female,hl,4
2,86,ai_an,Female,hl,14
2,87,ai_an,Female,hl,6
2,88,ai_an,Female,hl,0
2,89,ai_an,Female,hl,4
2,90,ai_an,Female,hl,9
2,91,ai_an,Female,hl,4
2,92,ai_an,Female,hl,5
2,93,ai_an,Female,hl,17
2,94,ai_an,Female,hl,6
2,95,ai_an,Female,hl,2
2,96,ai_an,Female,hl,14
2,97,ai_an,Female,hl,1
2,98,ai_an,Female,hl,6
2,99,ai_an,Female,hl,11
2,100,ai_an,Female,hl,2
2,105,ai_an,Female,hl,4
2,110,ai_an,Female,hl,21
2,0,ai_an,Male,hl,2
2,1,ai_an,Male,hl,12
2,2,ai_an,Male,hl,14
2,3,ai_an,Male,hl,2
2,4,ai_an,Male,hl,2
2,5,ai_an,Male,hl,6
2,6,ai_an,Male,hl,7
2,7,ai_an,Male,hl,2
2,8,ai_an,Male,hl,9
2,9,ai_an,Male,hl,3
2,10,ai_an,Male,hl,16
2,11,ai_an,Male,hl,3
2,12,ai_an,Male,hl,0
2,13,ai_an,Male,hl,1
2,14,ai_an,Male,hl,9
2,15,ai_an,Male,hl,5
2,16,ai_an,Male,hl,0
2,17,ai_an,Male,hl,12
2,18,ai_an,Male,hl,8
2,19,ai_an,Male,hl,16
2,20,ai_an,Male,hl,7
2,21,ai_an,Male,hl,2
2,22,ai_an,Male,hl,5
2,23,ai_an,Male,hl,3
2,24,ai_an,Male,hl,3
2,25,ai_an,Male,hl,11
2,26,ai_an,Male,hl,17
2,27,ai_an,Male,hl,5
2,28,ai_an,Male,hl,12
2,29,ai_an,Male,hl,26
2,30,ai_an,Male,hl,13
2,31,ai_an,Male,hl,5
2,32,ai_an,Male,hl,10
2,33,ai_an,Male,hl,12
2,34,ai_an,Male,hl,4
2,35,ai_an,Male,hl,12
2,36,ai_an,Male,hl,0
2,37,ai_an,Male,hl,2
2,38,ai_an,Male,hl,1
2,39,ai_an,Male,hl,10
2,40,ai_an,Male,hl,1
2,41,ai_an,Male,hl,9
2,42,ai_an,Male,hl,16
2,43,ai_an,Male,hl,8
2,44,ai_an,Male,hl,2
2,45,ai_an,Male,hl,22
2,46,ai_an,Male,hl,8
2,47,ai_an,Male,hl,15
2,48,ai_an,Male,hl,5
2,49,ai_an,Male,hl,24
2,50,ai_an,Male,hl,17
2,51,ai_an,Male,hl,7
2,52,ai_an,Male,hl,11
2,53,ai_an,Male,hl,11
2,54,ai_an,Male,hl,3
2,55,ai_an,Male,hl,10
2,56,ai_an,Male,hl,1
2,57,ai_an,Male,hl,1
2,58,ai_an,Male,hl,2
2,59,ai_an,Male,hl,4
2,60,ai_an,Male,hl,1
2,61,ai_an,Male,hl,2
2,62,ai_an,Male,hl,9
2,63,ai_an,Male,hl,7
2,64,ai_an,Male,hl,11
2,65,ai_an,Male,hl,16
2,66,ai_an,Male,hl,11
2,67,ai_an,Male,hl,10
2,68,ai_an,Male,hl,15
2,69,ai_an,Male,hl,3
2,70,ai_an,Male,hl,8
2,71,ai_an,Male,hl,1
2,72,ai_an,Male,hl,10
2,73,ai_an,Male,hl,10
2,74,ai_an,Male,hl,11
2,75,ai_an,Male,hl,7
2,76,ai_an,Male,hl,12
2,77,ai_an,Male,hl,8
2,78,ai_an,Male,hl,14
2,79,ai_an,Male,hl,31
2,80,ai_an,Male,hl,6
2,81,ai_an,Male,hl,13
2,82,ai_an,Male,hl,3
2,83,ai_an,Male,hl,8
2,84,ai_an,Male,hl,5
2,85,ai_an,Male,hl,14
2,86,ai_an,Male,hl,5
2,87,ai_an,Male,hl,13
2,88,ai_an,Male,hl,4
2,89,ai_an,Male,hl,1
2,90,ai_an,Male,hl,6
2,91,ai_an,Male,hl,3
2,92,ai_an,Male,hl,2
2,93,ai_an,Male,hl,5
2,94,ai_an,Male,hl,14
2,95,ai_an,Male,hl,2
2,96,ai_an,Male,hl,5
2,97,ai_an,Male,hl,7
2,98,ai_an,Male,hl,2
2,99,ai_an,Male,hl,2
2,100,ai_an,Male,hl,2
2,105,ai_an,Male,hl,3
2,110,ai_an,Male,hl,21
2,0,ai_an,Female,hl,3
2,1,ai_an,Female,hl,7
2,2,ai_an,Female,hl,2
2,3,ai_an,Female,hl,2
2,4,ai_an,Female,hl,9
2,5,ai_an,Female,hl,6
2,6,ai_an,Female,hl,2
2,7,ai_an,Female,hl,6
2,8,ai_an,Female,hl,5
2,9,ai_an,Female,hl,6
2,10,ai_an,Female,hl,15
2,11,ai_an,Female,hl,5
2,12,ai_an,Female,hl,12
2,13,ai_an,Female,hl,1
2,14,ai_an,Female,hl,4
2,15,ai_an,Female,hl,3
2,16,ai_an,Female,hl,30
2,17,ai_an,Female,hl,1
2,18,ai_an,Female,hl,7
2,19,ai_an,Female,hl,6
2,20,ai_an,Female,hl,10
2,21,ai_an,Female,hl,5
2,22,ai_an,Female,hl,11
2,23,ai_an,Female,hl,7
2,24,ai_an,Female,hl,3
2,25,ai_an,Female,hl,3
2,26,ai_an,Female,hl,4
2,27,ai_an,Female,hl,3
2,28,ai_an,Female,hl,3
2,29,ai_an,Female,hl,7
2,30,ai_an,Female,hl,3
2,31,ai_an,Female,hl,19
2,32,ai_an,Female,hl,15
2,33,ai_an,Female,hl,14
2,34,ai_an,Female,hl,8
2,35,ai_an,Female,hl,1
2,36,ai_an,Female,hl,0
2,37,ai_an,Female,hl,21
2,38,ai_an,Female,hl,1
2,39,ai_an,Female,hl,1
2,40,ai_an,Female,hl,7
2,41,ai_an,Female,hl,21
2,42,ai_an,Female,hl,1
2,43,ai_an,Female,hl,4
2,44,ai_an,Female,hl,0
2,45,ai_an,Female,hl,10
2,46,ai_an,Female,hl,4
2,47,ai_an,Female,hl,7
2,48,ai_an,Female,hl,2
2,49,ai_an,Female,hl,5
2,50,ai_an,Female,hl,14
2,51,ai_an,Female,hl,1
2,52,ai_an,Female,hl,9
2,53,ai_an,Female,hl,7
2,54,ai_an,Female,hl,17
2,55,ai_an,Female,hl,3
2,56,ai_an,Female,hl,23
2,57,ai_an,Female,hl,12
2,58,ai_an,Female,hl,9
2,59,ai_an,Female,hl,2
2,60,ai_an,Female,hl,10
2,61,ai_an,Female,hl,6
2,62,ai_an,Female,hl,4
2,63,ai_an,Female,hl,7
2,64,ai_an,Female,hl,19
2,65,ai_an,Female,hl,8
2,66,ai_an,Female,hl,9
2,67,ai_an,Female,hl,10
2,68,ai_an,Female,hl,7
2,69,ai_an,Female,hl,7
2,70,ai_an,Female,hl,3
2,71,ai_an,Female,hl,15
2,72,ai_an,Female,hl,2
2,73,ai_an,Female,hl,8
2,74,ai_an,Female,hl,13
2,75,ai_an,Female,hl,3
2,76,ai_an,Female,hl,9
2,77,ai_an,Female,hl,17
2,78,ai_an,Female,hl,8
2,79,ai_an,Female,hl,7
2,80,ai_an,Female,hl,16
2,81,ai_an,Female,hl,18
2,82,ai_an,Female,hl,3
